,zcr_mean,energy_mean,energy_entropy_mean,spectral_centroid_mean,spectral_spread_mean,spectral_entropy_mean,spectral_flux_mean,spectral_rolloff_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_std_mean,delta zcr_mean,delta energy_mean,delta energy_entropy_mean,delta spectral_centroid_mean,delta spectral_spread_mean,delta spectral_entropy_mean,delta spectral_flux_mean,delta spectral_rolloff_mean,delta mfcc_1_mean,delta mfcc_2_mean,delta mfcc_3_mean,delta mfcc_4_mean,delta mfcc_5_mean,delta mfcc_6_mean,delta mfcc_7_mean,delta mfcc_8_mean,delta mfcc_9_mean,delta mfcc_10_mean,delta mfcc_11_mean,delta mfcc_12_mean,delta mfcc_13_mean,delta chroma_1_mean,delta chroma_2_mean,delta chroma_3_mean,delta chroma_4_mean,delta chroma_5_mean,delta chroma_6_mean,delta chroma_7_mean,delta chroma_8_mean,delta chroma_9_mean,delta chroma_10_mean,delta chroma_11_mean,delta chroma_12_mean,delta chroma_std_mean,zcr_std,energy_std,energy_entropy_std,spectral_centroid_std,spectral_spread_std,spectral_entropy_std,spectral_flux_std,spectral_rolloff_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,chroma_1_std,chroma_2_std,chroma_3_std,chroma_4_std,chroma_5_std,chroma_6_std,chroma_7_std,chroma_8_std,chroma_9_std,chroma_10_std,chroma_11_std,chroma_12_std,chroma_std_std,delta zcr_std,delta energy_std,delta energy_entropy_std,delta spectral_centroid_std,delta spectral_spread_std,delta spectral_entropy_std,delta spectral_flux_std,delta spectral_rolloff_std,delta mfcc_1_std,delta mfcc_2_std,delta mfcc_3_std,delta mfcc_4_std,delta mfcc_5_std,delta mfcc_6_std,delta mfcc_7_std,delta mfcc_8_std,delta mfcc_9_std,delta mfcc_10_std,delta mfcc_11_std,delta mfcc_12_std,delta mfcc_13_std,delta chroma_1_std,delta chroma_2_std,delta chroma_3_std,delta chroma_4_std,delta chroma_5_std,delta chroma_6_std,delta chroma_7_std,delta chroma_8_std,delta chroma_9_std,delta chroma_10_std,delta chroma_11_std,delta chroma_12_std,delta chroma_std_std,Row_Index,Genre,GenreID
0,0.1262488646684832,0.09627611262488647,0.09264305177111716,0.10899182561307902,0.08719346049046321,0.07538601271571299,0.08265213442325159,0.09627611262488647,0.08991825613079019,0.08900999091734786,0.07992733878292461,0.05722070844686648,0.07175295186194369,0.0971843778383288,0.09536784741144415,0.11353315168029064,0.12806539509536785,0.09627611262488647,0.08083560399636694,0.09264305177111716,0.06902815622161672,0.053587647593097185,0.061762034514078114,0.05631244323342416,0.053587647593097185,0.04632152588555858,0.05631244323342416,0.07992733878292461,0.09355131698455948,0.08991825613079019,0.08991825613079019,0.09173478655767484,0.07447774750227067,0.06902815622161672,0.07538601271571299,0.06721162579473206,0.048138056312443236,0.04087193460490463,0.053587647593097185,0.06267029972752043,0.055404178019981834,0.06085376930063579,0.07356948228882834,0.07720254314259764,0.07538601271571299,0.06448683015440508,0.06902815622161672,0.08628519527702089,0.06721162579473206,0.055404178019981834,0.06630336058128973,0.06721162579473206,0.06448683015440508,0.07266121707538602,0.07901907356948229,0.07084468664850137,0.05994550408719346,0.06267029972752043,0.08446866485013624,0.07356948228882834,0.053587647593097185,0.06993642143505904,0.05086285195277021,0.03178928247048138,0.05449591280653951,0.10263396911898275,0.13169845594913715,0.0971843778383288,0.09173478655767484,0.11080835603996367,0.10172570390554042,0.08991825613079019,0.08537693006357856,0.09536784741144415,0.09900090826521345,0.0971843778383288,0.09990917347865577,0.09809264305177112,0.07992733878292461,0.06357856494096276,0.05994550408719346,0.06721162579473206,0.07720254314259764,0.07447774750227067,0.07447774750227067,0.09627611262488647,0.08265213442325159,0.05903723887375113,0.07356948228882834,0.09173478655767484,0.09627611262488647,0.08810172570390554,0.07901907356948229,0.08719346049046321,0.0971843778383288,0.09264305177111716,0.08265213442325159,0.06721162579473206,0.08265213442325159,0.09355131698455948,0.06721162579473206,0.05086285195277021,0.05812897366030881,0.08810172570390554,0.10172570390554042,0.08265213442325159,0.07084468664850137,0.0681198910081744,0.06630336058128973,0.0681198910081744,0.06993642143505904,0.07720254314259764,0.09809264305177112,0.1044504995458674,0.08446866485013624,0.07084468664850137,0.17075386012715713,0.26248864668483196,0.23796548592188918,0.16712079927338783,0.1362397820163488,0.13805631244323344,0.1080835603996367,0.08900999091734786,0.061762034514078114,0.053587647593097185,0.06993642143505904,0.07356948228882834,0.0653950953678474,0.06267029972752043,0.06357856494096276,0.06630336058128973,0.08174386920980926,0.09627611262488647,0.09990917347865577,0.08810172570390554,0.0,blues,00000
1,0.02997275204359673,0.019981834695731154,0.010899182561307902,0.01725703905540418,0.01907356948228883,0.010899182561307902,0.014532243415077202,0.021798365122615803,0.015440508628519528,0.011807447774750226,0.014532243415077202,0.010899182561307902,0.009082652134423252,0.01634877384196185,0.021798365122615803,0.029064486830154404,0.03178928247048138,0.0326975476839237,0.043596730245231606,0.048138056312443236,0.03451407811080836,0.019981834695731154,0.0326975476839237,0.027247956403269755,0.015440508628519528,0.019981834695731154,0.02633969118982743,0.022706630336058128,0.013623978201634877,0.01907356948228883,0.013623978201634877,0.010899182561307902,0.011807447774750226,0.011807447774750226,0.01725703905540418,0.03723887375113533,0.10990009082652134,0.09627611262488647,0.0326975476839237,0.051771117166212535,0.048138056312443236,0.025431425976385105,0.018165304268846504,0.021798365122615803,0.02089009990917348,0.015440508628519528,0.03360581289736603,0.03451407811080836,0.015440508628519528,0.011807447774750226,0.01634877384196185,0.045413260672116255,0.045413260672116255,0.02452316076294278,0.030881017257039057,0.030881017257039057,0.0326975476839237,0.030881017257039057,0.018165304268846504,0.014532243415077202,0.027247956403269755,0.029064486830154404,0.01907356948228883,0.01634877384196185,0.010899182561307902,0.009082652134423252,0.010899182561307902,0.009082652134423252,0.005449591280653951,0.006357856494096276,0.012715712988192553,0.01725703905540418,0.02633969118982743,0.02633969118982743,0.01725703905540418,0.013623978201634877,0.010899182561307902,0.010899182561307902,0.010899182561307902,0.009990917347865577,0.011807447774750226,0.013623978201634877,0.014532243415077202,0.011807447774750226,0.006357856494096276,0.008174386920980926,0.010899182561307902,0.01907356948228883,0.021798365122615803,0.014532243415077202,0.015440508628519528,0.01907356948228883,0.05086285195277021,0.06357856494096276,0.045413260672116255,0.05722070844686648,0.08174386920980926,0.1044504995458674,0.12079927338782924,0.14623069936421434,0.16076294277929154,0.17075386012715713,0.1907356948228883,0.17438692098092642,0.1516802906448683,0.13987284287011809,0.17257039055404177,0.14532243415077203,0.07266121707538602,0.06357856494096276,0.06902815622161672,0.07538601271571299,0.07175295186194369,0.06721162579473206,0.05994550408719346,0.06357856494096276,0.05812897366030881,0.05994550408719346,0.06267029972752043,0.05449591280653951,0.07356948228882834,0.09990917347865577,0.08810172570390554,0.07538601271571299,0.08991825613079019,0.08900999091734786,0.09264305177111716,0.09900090826521345,0.07538601271571299,0.051771117166212535,0.043596730245231606,0.049954586739327886,0.06993642143505904,0.06993642143505904,0.055404178019981834,0.053587647593097185,1.0,blues,00001
2,0.08991825613079019,0.07992733878292461,0.08265213442325159,0.07992733878292461,0.06630336058128973,0.0653950953678474,0.06902815622161672,0.07538601271571299,0.07447774750227067,0.06721162579473206,0.06448683015440508,0.055404178019981834,0.043596730245231606,0.051771117166212535,0.05994550408719346,0.05812897366030881,0.06993642143505904,0.07356948228882834,0.08174386920980926,0.08537693006357856,0.07266121707538602,0.06902815622161672,0.06085376930063579,0.05449591280653951,0.04632152588555858,0.0653950953678474,0.07901907356948229,0.06902815622161672,0.08083560399636694,0.08810172570390554,0.08174386920980926,0.08810172570390554,0.09082652134423251,0.06902815622161672,0.05631244323342416,0.0653950953678474,0.06721162579473206,0.05903723887375113,0.051771117166212535,0.04904632152588556,0.09264305177111716,0.1008174386920981,0.06721162579473206,0.0653950953678474,0.06630336058128973,0.0653950953678474,0.0681198910081744,0.043596730245231606,0.018165304268846504,0.019981834695731154,0.0326975476839237,0.05722070844686648,0.06085376930063579,0.049954586739327886,0.04178019981834696,0.053587647593097185,0.07901907356948229,0.10172570390554042,0.10990009082652134,0.1080835603996367,0.10717529518619437,0.08356039963669391,0.0653950953678474,0.08174386920980926,0.09082652134423251,0.09082652134423251,0.18346957311534967,0.3605812897366031,0.43505903723887374,0.4305177111716621,0.44959128065395093,0.3460490463215259,0.1516802906448683,0.06993642143505904,0.07084468664850137,0.06448683015440508,0.05994550408719346,0.047229791099000905,0.0326975476839237,0.03996366939146231,0.04632152588555858,0.045413260672116255,0.04904632152588556,0.049954586739327886,0.048138056312443236,0.053587647593097185,0.06993642143505904,0.08628519527702089,0.07084468664850137,0.04450499545867393,0.03905540417801998,0.04632152588555858,0.053587647593097185,0.05449591280653951,0.05449591280653951,0.055404178019981834,0.05267938237965486,0.051771117166212535,0.05086285195277021,0.04087193460490463,0.03814713896457766,0.04632152588555858,0.06085376930063579,0.05994550408719346,0.04632152588555858,0.05994550408719346,0.07447774750227067,0.05903723887375113,0.03905540417801998,0.05722070844686648,0.061762034514078114,0.047229791099000905,0.04087193460490463,0.03814713896457766,0.04268846503178928,0.053587647593097185,0.051771117166212535,0.03996366939146231,0.07356948228882834,0.09082652134423251,0.08265213442325159,0.08900999091734786,0.09264305177111716,0.07538601271571299,0.0653950953678474,0.08537693006357856,0.09264305177111716,0.07901907356948229,0.06630336058128973,0.05994550408719346,0.051771117166212535,0.04450499545867393,0.04450499545867393,0.05086285195277021,0.051771117166212535,0.04268846503178928,2.0,blues,00002
3,0.019981834695731154,0.02089009990917348,0.02089009990917348,0.01634877384196185,0.012715712988192553,0.011807447774750226,0.008174386920980926,0.006357856494096276,0.008174386920980926,0.010899182561307902,0.021798365122615803,0.027247956403269755,0.015440508628519528,0.009990917347865577,0.009082652134423252,0.010899182561307902,0.012715712988192553,0.009082652134423252,0.010899182561307902,0.014532243415077202,0.009990917347865577,0.006357856494096276,0.008174386920980926,0.015440508628519528,0.0326975476839237,0.03178928247048138,0.015440508628519528,0.012715712988192553,0.012715712988192553,0.009990917347865577,0.008174386920980926,0.007266121707538601,0.007266121707538601,0.009082652134423252,0.010899182561307902,0.014532243415077202,0.012715712988192553,0.007266121707538601,0.012715712988192553,0.013623978201634877,0.009082652134423252,0.009082652134423252,0.007266121707538601,0.012715712988192553,0.018165304268846504,0.01907356948228883,0.018165304268846504,0.023614895549500452,0.022706630336058128,0.023614895549500452,0.027247956403269755,0.025431425976385105,0.030881017257039057,0.03178928247048138,0.02815622161671208,0.023614895549500452,0.023614895549500452,0.019981834695731154,0.01634877384196185,0.018165304268846504,0.018165304268846504,0.02815622161671208,0.03814713896457766,0.0326975476839237,0.03451407811080836,0.047229791099000905,0.05086285195277021,0.049954586739327886,0.035422343324250684,0.019981834695731154,0.019981834695731154,0.023614895549500452,0.043596730245231606,0.05267938237965486,0.043596730245231606,0.03814713896457766,0.03723887375113533,0.043596730245231606,0.051771117166212535,0.047229791099000905,0.045413260672116255,0.049954586739327886,0.04904632152588556,0.053587647593097185,0.05722070844686648,0.05449591280653951,0.04632152588555858,0.035422343324250684,0.03723887375113533,0.045413260672116255,0.047229791099000905,0.05086285195277021,0.05449591280653951,0.048138056312443236,0.04178019981834696,0.048138056312443236,0.047229791099000905,0.04178019981834696,0.04632152588555858,0.05267938237965486,0.05722070844686648,0.03905540417801998,0.013623978201634877,0.014532243415077202,0.013623978201634877,0.009082652134423252,0.009082652134423252,0.009082652134423252,0.010899182561307902,0.015440508628519528,0.015440508628519528,0.014532243415077202,0.013623978201634877,0.018165304268846504,0.021798365122615803,0.01634877384196185,0.010899182561307902,0.009082652134423252,0.010899182561307902,0.021798365122615803,0.035422343324250684,0.03451407811080836,0.04178019981834696,0.03360581289736603,0.030881017257039057,0.03360581289736603,0.03996366939146231,0.048138056312443236,0.03451407811080836,0.03451407811080836,0.03633060853769301,0.02997275204359673,0.022706630336058128,0.025431425976385105,0.03451407811080836,0.030881017257039057,3.0,blues,00003
4,0.08083560399636694,0.09809264305177112,0.09990917347865577,0.1008174386920981,0.09900090826521345,0.08083560399636694,0.06085376930063579,0.05722070844686648,0.06357856494096276,0.055404178019981834,0.04904632152588556,0.05994550408719346,0.05812897366030881,0.05086285195277021,0.04450499545867393,0.03723887375113533,0.03723887375113533,0.048138056312443236,0.06267029972752043,0.06902815622161672,0.06267029972752043,0.053587647593097185,0.04632152588555858,0.05903723887375113,0.07901907356948229,0.08810172570390554,0.0971843778383288,0.09355131698455948,0.06448683015440508,0.049954586739327886,0.05267938237965486,0.053587647593097185,0.0653950953678474,0.0681198910081744,0.07175295186194369,0.09990917347865577,0.11898274296094459,0.11898274296094459,0.11534968210717529,0.10172570390554042,0.08174386920980926,0.07901907356948229,0.10172570390554042,0.10626702997275204,0.09173478655767484,0.08083560399636694,0.06630336058128973,0.051771117166212535,0.045413260672116255,0.04450499545867393,0.04450499545867393,0.03814713896457766,0.04632152588555858,0.08719346049046321,0.10990009082652134,0.10172570390554042,0.09536784741144415,0.08900999091734786,0.08083560399636694,0.07538601271571299,0.08628519527702089,0.09536784741144415,0.1044504995458674,0.09900090826521345,0.07175295186194369,0.12170753860127158,0.17620345140781107,0.14350590372388738,0.14532243415077203,0.16348773841961853,0.18710263396911897,0.21435059037238874,0.1734786557674841,0.11807447774750227,0.10717529518619437,0.09536784741144415,0.08628519527702089,0.08083560399636694,0.07720254314259764,0.07538601271571299,0.0681198910081744,0.09536784741144415,0.09809264305177112,0.08810172570390554,0.08900999091734786,0.07175295186194369,0.0681198910081744,0.08265213442325159,0.08810172570390554,0.09627611262488647,0.08265213442325159,0.07175295186194369,0.061762034514078114,0.05267938237965486,0.10626702997275204,0.13533151680290645,0.11807447774750227,0.12079927338782924,0.1226158038147139,0.1008174386920981,0.08810172570390554,0.08265213442325159,0.08356039963669391,0.07901907356948229,0.07901907356948229,0.11353315168029064,0.12079927338782924,0.10535876475930972,0.10899182561307902,0.1044504995458674,0.08991825613079019,0.08265213442325159,0.08083560399636694,0.06993642143505904,0.07447774750227067,0.0971843778383288,0.11171662125340599,0.09264305177111716,0.06448683015440508,0.07538601271571299,0.07720254314259764,0.08810172570390554,0.12170753860127158,0.1298819255222525,0.12443233424159855,0.11716621253405994,0.11989100817438691,0.11625794732061762,0.12079927338782924,0.18165304268846502,0.2198001816530427,0.259763851044505,0.29064486830154407,0.2815622161671208,0.296094459582198,0.3242506811989101,4.0,blues,00004
5,0.08719346049046321,0.08174386920980926,0.0681198910081744,0.05631244323342416,0.03633060853769301,0.03723887375113533,0.03814713896457766,0.05086285195277021,0.06630336058128973,0.05631244323342416,0.04632152588555858,0.04268846503178928,0.04268846503178928,0.04178019981834696,0.0326975476839237,0.021798365122615803,0.02633969118982743,0.03178928247048138,0.02452316076294278,0.02089009990917348,0.019981834695731154,0.01907356948228883,0.02452316076294278,0.027247956403269755,0.023614895549500452,0.018165304268846504,0.023614895549500452,0.03451407811080836,0.03178928247048138,0.047229791099000905,0.06630336058128973,0.07447774750227067,0.07175295186194369,0.05903723887375113,0.05994550408719346,0.053587647593097185,0.04632152588555858,0.047229791099000905,0.048138056312443236,0.03996366939146231,0.04087193460490463,0.03905540417801998,0.029064486830154404,0.045413260672116255,0.08991825613079019,0.08537693006357856,0.05994550408719346,0.06267029972752043,0.05631244323342416,0.049954586739327886,0.05449591280653951,0.061762034514078114,0.06085376930063579,0.05449591280653951,0.05812897366030881,0.05449591280653951,0.05994550408719346,0.05994550408719346,0.05267938237965486,0.05812897366030881,0.051771117166212535,0.048138056312443236,0.055404178019981834,0.043596730245231606,0.0326975476839237,0.07084468664850137,0.10263396911898275,0.09536784741144415,0.07447774750227067,0.06721162579473206,0.07084468664850137,0.06721162579473206,0.06267029972752043,0.05903723887375113,0.05903723887375113,0.06357856494096276,0.06357856494096276,0.05449591280653951,0.05812897366030881,0.07356948228882834,0.06902815622161672,0.05722070844686648,0.051771117166212535,0.051771117166212535,0.051771117166212535,0.04904632152588556,0.051771117166212535,0.05086285195277021,0.05086285195277021,0.04904632152588556,0.047229791099000905,0.047229791099000905,0.045413260672116255,0.04450499545867393,0.04450499545867393,0.03996366939146231,0.04178019981834696,0.04178019981834696,0.03996366939146231,0.04268846503178928,0.043596730245231606,0.04450499545867393,0.03814713896457766,0.03905540417801998,0.04450499545867393,0.04268846503178928,0.04087193460490463,0.03996366939146231,0.04268846503178928,0.04268846503178928,0.04268846503178928,0.04087193460490463,0.03360581289736603,0.04087193460490463,0.05722070844686648,0.055404178019981834,0.043596730245231606,0.04268846503178928,0.04268846503178928,0.04632152588555858,0.051771117166212535,0.04632152588555858,0.03996366939146231,0.04632152588555858,0.05086285195277021,0.053587647593097185,0.05449591280653951,0.053587647593097185,0.047229791099000905,0.03996366939146231,0.03814713896457766,0.04087193460490463,0.04632152588555858,0.03905540417801998,0.03905540417801998,0.05631244323342416,5.0,blues,00005
6,0.06721162579473206,0.05722070844686648,0.07356948228882834,0.07629427792915532,0.07084468664850137,0.07811080835603997,0.08265213442325159,0.07356948228882834,0.05086285195277021,0.04632152588555858,0.09536784741144415,0.11534968210717529,0.08537693006357856,0.09355131698455948,0.10626702997275204,0.09445958219800181,0.07992733878292461,0.06993642143505904,0.07447774750227067,0.07538601271571299,0.08356039963669391,0.10535876475930972,0.11171662125340599,0.10899182561307902,0.10899182561307902,0.10354223433242507,0.08537693006357856,0.06902815622161672,0.053587647593097185,0.07175295186194369,0.07447774750227067,0.045413260672116255,0.03814713896457766,0.03451407811080836,0.04268846503178928,0.04450499545867393,0.03633060853769301,0.04178019981834696,0.04904632152588556,0.055404178019981834,0.051771117166212535,0.047229791099000905,0.04632152588555858,0.048138056312443236,0.06993642143505904,0.08537693006357856,0.07266121707538602,0.051771117166212535,0.03178928247048138,0.025431425976385105,0.030881017257039057,0.02633969118982743,0.019981834695731154,0.022706630336058128,0.025431425976385105,0.02089009990917348,0.022706630336058128,0.02633969118982743,0.02633969118982743,0.030881017257039057,0.045413260672116255,0.09627611262488647,0.12079927338782924,0.1044504995458674,0.11080835603996367,0.11171662125340599,0.10899182561307902,0.1044504995458674,0.09082652134423251,0.08174386920980926,0.09445958219800181,0.12079927338782924,0.09173478655767484,0.05631244323342416,0.05631244323342416,0.03996366939146231,0.02633969118982743,0.08356039963669391,0.17166212534059946,0.2098092643051771,0.23160762942779292,0.23796548592188918,0.22524977293369663,0.1980018165304269,0.14259763851044505,0.12897366030881016,0.1307901907356948,0.10535876475930972,0.09809264305177112,0.12079927338782924,0.1226158038147139,0.07901907356948229,0.05994550408719346,0.06721162579473206,0.08356039963669391,0.09445958219800181,0.09082652134423251,0.07629427792915532,0.07266121707538602,0.07356948228882834,0.06357856494096276,0.0681198910081744,0.06267029972752043,0.07266121707538602,0.12170753860127158,0.1444141689373297,0.14713896457765668,0.16167120799273388,0.14895549500454133,0.12352406902815623,0.11716621253405994,0.10990009082652134,0.10172570390554042,0.0971843778383288,0.1080835603996367,0.11807447774750227,0.12806539509536785,0.1298819255222525,0.10263396911898275,0.08991825613079019,0.09082652134423251,0.10717529518619437,0.12352406902815623,0.08628519527702089,0.05449591280653951,0.05449591280653951,0.06267029972752043,0.0681198910081744,0.08083560399636694,0.08628519527702089,0.08174386920980926,0.08991825613079019,0.0971843778383288,0.08628519527702089,0.08083560399636694,0.09173478655767484,6.0,blues,00006
7,0.08628519527702089,0.08628519527702089,0.08083560399636694,0.07266121707538602,0.07084468664850137,0.06267029972752043,0.05903723887375113,0.05903723887375113,0.05449591280653951,0.06085376930063579,0.07356948228882834,0.07356948228882834,0.07084468664850137,0.05812897366030881,0.05086285195277021,0.05267938237965486,0.049954586739327886,0.04178019981834696,0.051771117166212535,0.08265213442325159,0.08810172570390554,0.08265213442325159,0.08628519527702089,0.06630336058128973,0.04450499545867393,0.03996366939146231,0.04904632152588556,0.049954586739327886,0.043596730245231606,0.03996366939146231,0.03178928247048138,0.05086285195277021,0.06267029972752043,0.05449591280653951,0.05267938237965486,0.04632152588555858,0.05086285195277021,0.04904632152588556,0.045413260672116255,0.03723887375113533,0.025431425976385105,0.02633969118982743,0.029064486830154404,0.02452316076294278,0.021798365122615803,0.029064486830154404,0.025431425976385105,0.02452316076294278,0.030881017257039057,0.03178928247048138,0.030881017257039057,0.030881017257039057,0.02997275204359673,0.030881017257039057,0.03178928247048138,0.03451407811080836,0.03633060853769301,0.0326975476839237,0.05086285195277021,0.05722070844686648,0.04904632152588556,0.05812897366030881,0.053587647593097185,0.047229791099000905,0.03905540417801998,0.023614895549500452,0.022706630336058128,0.02452316076294278,0.02633969118982743,0.0326975476839237,0.03905540417801998,0.055404178019981834,0.049954586739327886,0.025431425976385105,0.019981834695731154,0.04904632152588556,0.06630336058128973,0.043596730245231606,0.03905540417801998,0.06085376930063579,0.06993642143505904,0.05086285195277021,0.0326975476839237,0.03996366939146231,0.04268846503178928,0.048138056312443236,0.06630336058128973,0.07720254314259764,0.06902815622161672,0.047229791099000905,0.04904632152588556,0.05267938237965486,0.05722070844686648,0.06085376930063579,0.06357856494096276,0.07720254314259764,0.06267029972752043,0.053587647593097185,0.049954586739327886,0.04268846503178928,0.047229791099000905,0.05994550408719346,0.07720254314259764,0.08719346049046321,0.09264305177111716,0.06357856494096276,0.048138056312443236,0.0681198910081744,0.07811080835603997,0.08265213442325159,0.08265213442325159,0.07447774750227067,0.07266121707538602,0.07720254314259764,0.07811080835603997,0.07356948228882834,0.06721162579473206,0.07811080835603997,0.09627611262488647,0.07538601271571299,0.06357856494096276,0.07720254314259764,0.0681198910081744,0.0681198910081744,0.08174386920980926,0.07629427792915532,0.06902815622161672,0.07629427792915532,0.0653950953678474,0.04450499545867393,0.048138056312443236,0.05449591280653951,0.03723887375113533,0.023614895549500452,0.02452316076294278,0.022706630336058128,7.0,blues,00007
8,0.08537693006357856,0.08356039963669391,0.08446866485013624,0.08083560399636694,0.06902815622161672,0.06357856494096276,0.06630336058128973,0.06993642143505904,0.08719346049046321,0.09627611262488647,0.09627611262488647,0.09900090826521345,0.10626702997275204,0.11444141689373297,0.08537693006357856,0.04087193460490463,0.03633060853769301,0.04632152588555858,0.05812897366030881,0.048138056312443236,0.035422343324250684,0.04178019981834696,0.045413260672116255,0.055404178019981834,0.07901907356948229,0.08900999091734786,0.07811080835603997,0.06357856494096276,0.06267029972752043,0.07811080835603997,0.06357856494096276,0.061762034514078114,0.08446866485013624,0.07901907356948229,0.06267029972752043,0.03996366939146231,0.03360581289736603,0.049954586739327886,0.06902815622161672,0.07811080835603997,0.07901907356948229,0.07538601271571299,0.05086285195277021,0.03178928247048138,0.03451407811080836,0.029064486830154404,0.013623978201634877,0.009990917347865577,0.011807447774750226,0.009082652134423252,0.008174386920980926,0.02815622161671208,0.05812897366030881,0.06902815622161672,0.07356948228882834,0.07811080835603997,0.06902815622161672,0.08083560399636694,0.10535876475930972,0.11262488646684832,0.07629427792915532,0.05267938237965486,0.05086285195277021,0.03451407811080836,0.03633060853769301,0.049954586739327886,0.05631244323342416,0.05722070844686648,0.06630336058128973,0.07447774750227067,0.07901907356948229,0.061762034514078114,0.07447774750227067,0.09990917347865577,0.15349682107175294,0.22706630336058128,0.2506811989100817,0.17529518619436876,0.10172570390554042,0.10899182561307902,0.10717529518619437,0.11716621253405994,0.12170753860127158,0.1008174386920981,0.09173478655767484,0.08174386920980926,0.11807447774750227,0.15985467756584923,0.1371480472297911,0.1008174386920981,0.061762034514078114,0.035422343324250684,0.043596730245231606,0.04632152588555858,0.027247956403269755,0.03814713896457766,0.05812897366030881,0.06902815622161672,0.07538601271571299,0.07356948228882834,0.07629427792915532,0.06630336058128973,0.051771117166212535,0.05812897366030881,0.05994550408719346,0.0681198910081744,0.06993642143505904,0.053587647593097185,0.048138056312443236,0.043596730245231606,0.030881017257039057,0.030881017257039057,0.043596730245231606,0.04632152588555858,0.04450499545867393,0.05449591280653951,0.06902815622161672,0.06721162579473206,0.045413260672116255,0.04087193460490463,0.03996366939146231,0.030881017257039057,0.03451407811080836,0.027247956403269755,0.03360581289736603,0.049954586739327886,0.0653950953678474,0.06448683015440508,0.03905540417801998,0.04087193460490463,0.03451407811080836,0.03996366939146231,0.04087193460490463,0.03178928247048138,0.05449591280653951,0.06085376930063579,8.0,blues,00008
9,0.07992733878292461,0.11171662125340599,0.10899182561307902,0.09264305177111716,0.08265213442325159,0.07720254314259764,0.06902815622161672,0.06721162579473206,0.05812897366030881,0.06721162579473206,0.07629427792915532,0.06993642143505904,0.06630336058128973,0.06267029972752043,0.05994550408719346,0.061762034514078114,0.06085376930063579,0.09082652134423251,0.09809264305177112,0.07811080835603997,0.08810172570390554,0.07992733878292461,0.0681198910081744,0.07175295186194369,0.06448683015440508,0.05267938237965486,0.05903723887375113,0.06357856494096276,0.05903723887375113,0.05631244323342416,0.048138056312443236,0.047229791099000905,0.05086285195277021,0.048138056312443236,0.03996366939146231,0.029064486830154404,0.0326975476839237,0.03633060853769301,0.035422343324250684,0.03996366939146231,0.047229791099000905,0.04450499545867393,0.03814713896457766,0.035422343324250684,0.05086285195277021,0.06267029972752043,0.047229791099000905,0.05449591280653951,0.07175295186194369,0.10535876475930972,0.17620345140781107,0.22706630336058128,0.1980018165304269,0.18891916439600362,0.21889191643960038,0.17075386012715713,0.10717529518619437,0.09264305177111716,0.1344232515894641,0.1589464123524069,0.17257039055404177,0.2061762034514078,0.22888283378746593,0.2098092643051771,0.12534059945504086,0.08537693006357856,0.11898274296094459,0.13987284287011809,0.09173478655767484,0.08356039963669391,0.10717529518619437,0.07629427792915532,0.061762034514078114,0.08265213442325159,0.11353315168029064,0.09173478655767484,0.06085376930063579,0.09173478655767484,0.10354223433242507,0.10717529518619437,0.10535876475930972,0.09627611262488647,0.09536784741144415,0.07811080835603997,0.1271571298819255,0.14350590372388738,0.10535876475930972,0.11534968210717529,0.10172570390554042,0.08537693006357856,0.08719346049046321,0.08991825613079019,0.1307901907356948,0.1444141689373297,0.09173478655767484,0.07629427792915532,0.09082652134423251,0.09355131698455948,0.11716621253405994,0.11625794732061762,0.07901907356948229,0.07720254314259764,0.11716621253405994,0.09990917347865577,0.06630336058128973,0.07084468664850137,0.07084468664850137,0.09173478655767484,0.07538601271571299,0.05449591280653951,0.07538601271571299,0.08900999091734786,0.07629427792915532,0.05994550408719346,0.08083560399636694,0.1008174386920981,0.08810172570390554,0.06357856494096276,0.07356948228882834,0.0681198910081744,0.04904632152588556,0.043596730245231606,0.03723887375113533,0.03723887375113533,0.03360581289736603,0.03178928247048138,0.02997275204359673,0.03633060853769301,0.04632152588555858,0.051771117166212535,0.04087193460490463,0.0326975476839237,0.06085376930063579,0.07084468664850137,0.06630336058128973,0.0681198910081744,9.0,blues,00009
